RMS_X,RMS_Y,RMS_Z,PP_X,PP_Y,PP_Z,KURTOSIS_X,KURTOSIS_Y,KURTOSIS_Z,F1_X,F1_Y,F1_Z,M1_X,M1_Y,M1_Z,F2_X,F2_Y,F2_Z,M2_X,M2_Y,M2_Z,F3_X,F3_Y,F3_Z,M3_X,M3_Y,M3_Z,F4_X,F4_Y,F4_Z,M4_X,M4_Y,M4_Z,F5_X,F5_Y,F5_Z,M5_X,M5_Y,M5_Z,F6_X,F6_Y,F6_Z,M6_X,M6_Y,M6_Z,F7_X,F7_Y,F7_Z,M7_X,M7_Y,M7_Z,F8_X,F8_Y,F8_Z,M8_X,M8_Y,M8_Z,Label
1.8,1.19,3.12,7.77,5.97,12.07,-1.09,-0.72,-1.27,28,119,28,-2.32,-7.91,2.87,57,141,119,-17.76,-17.67,-19.66,321,131,141,-20.49,-19.62,-20.74,119,24,57,-23.5,-20.55,-21.29,292,28,357,-25.35,-21.39,-24.87,329,57,86,-25.64,-21.63,-25.21,347,148,328,-25.81,-23.55,-25.26,350,21,292,-26.57,-24.86,-25.95,5
1.72,0.99,3.21,7.22,5.78,12.2,-1.14,-0.61,-1.33,28,119,28,-2.66,-10.54,3.02,57,57,57,-16.42,-16.59,-17.52,351,139,23,-23.41,-17.61,-20.42,318,131,144,-24.98,-20.28,-21.82,322,21,139,-25.05,-20.44,-22.32,119,133,119,-26.79,-21.1,-24.11,328,148,351,-27.39,-22.09,-24.65,336,28,86,-27.51,-23.23,-24.79,5
1.64,1.16,3.09,7.46,6.8,12.2,-0.99,-0.44,-1.3,28,119,28,-3.99,-9.41,2.72,57,21,57,-15.37,-15.13,-17.39,321,57,21,-21.61,-15.83,-21.41,318,132,32,-22.04,-16.22,-22.51,36,141,141,-24.51,-18.87,-22.76,42,30,145,-24.62,-20.61,-22.98,119,148,119,-24.68,-21.85,-23.86,326,347,299,-24.88,-25.3,-25.26,5
0.69,1.11,3.32,4.59,6.48,13.53,0.36,-0.31,-1.3,318,119,28,-6.68,-9.34,3.62,321,57,57,-8.57,-17.67,-19.72,351,131,119,-10.52,-18.41,-21.01,119,128,53,-10.7,-19.92,-22.84,347,28,299,-10.92,-20.05,-24.18,288,140,405,-11.6,-21.23,-24.33,144,21,86,-13.03,-24.83,-24.97,261,45,140,-15.03,-25.02,-25.63,5
1.7,1.07,3.11,7.01,6.07,12.61,-1.21,-0.48,-1.29,28,119,28,-2.68,-9.62,2.8,57,143,57,-18.68,-17.95,-17.98,318,57,23,-20.57,-18.47,-19.62,322,132,143,-22.3,-19.65,-20.62,347,347,299,-22.68,-22.86,-22.86,292,148,34,-24.79,-22.94,-23.85,119,28,119,-25.15,-23.33,-23.93,47,124,405,-25.43,-23.98,-24.27,5
1.76,1.21,3.38,7.44,6.19,13.55,-1.1,-0.54,-1.26,28,119,28,-2.39,-8.23,3.59,57,129,57,-16.11,-16.97,-18.47,318,57,119,-20.19,-17.9,-21.26,119,21,52,-22.96,-18.3,-23.4,357,28,357,-26.29,-19.44,-24.27,47,136,136,-27.94,-20.6,-24.76,339,124,36,-28.64,-21.07,-24.85,299,145,408,-29.16,-22.6,-24.98,5
0.69,1.05,3.1,4.83,6.11,12.59,0.19,-0.42,-1.21,318,119,28,-6.98,-11.51,2.64,321,131,57,-9.33,-16.25,-17.86,350,57,34,-9.94,-17.81,-21.15,292,145,22,-10.02,-18.4,-21.51,145,141,299,-12.12,-20.35,-22.8,118,136,141,-13.72,-22.48,-23.04,328,114,147,-14.17,-24,-25.38,126,31,119,-15.34,-24.24,-25.48,5
1.79,1.21,3.2,8.06,6.66,13.24,-1.02,-0.43,-1.21,28,119,28,-2.4,-8.78,2.75,57,21,57,-16.86,-12.97,-18.46,24,141,141,-22.55,-16.25,-19.89,318,132,24,-23.17,-17.25,-20.17,119,57,52,-23.52,-18.82,-21.4,347,28,119,-25.12,-19.77,-22.33,324,52,299,-26.1,-22.21,-24.15,286,128,34,-26.47,-22.22,-25.3,5
1.91,1.14,3.38,9.09,7.19,12.66,-0.92,-0.29,-1.32,28,119,28,-2.11,-9.53,3.56,57,57,57,-16.07,-17.48,-17.03,22,135,21,-19.86,-17.53,-17.79,347,23,119,-23.21,-21.05,-21.39,318,126,40,-24.08,-22.02,-23.04,118,123,86,-25.67,-22.45,-23.87,47,145,405,-25.9,-22.6,-24.56,144,28,135,-27.89,-23.28,-25.1,5
1.7,1.1,3.14,7.52,5.6,12.29,-1.07,-0.73,-1.27,28,119,28,-3.01,-9.8,2.79,57,132,57,-16.29,-13.98,-16.29,21,57,23,-21.55,-17.45,-20.97,318,21,119,-24.63,-18.91,-22.65,45,28,132,-25.41,-22.46,-24.57,119,141,145,-25.85,-24.25,-25.14,32,148,141,-26.46,-24.88,-25.44,321,87,86,-26.91,-26.6,-26.35,5
1.73,1.1,3.15,7.92,6.43,13.03,-1.08,-0.29,-1.25,28,119,28,-2.55,-9.8,2.94,57,21,57,-18.85,-13.07,-15.12,47,145,23,-21.18,-16.21,-19.46,318,57,118,-21.69,-16.88,-21.13,119,132,42,-25.83,-17.11,-23.19,350,28,148,-26,-17.93,-23.44,23,40,34,-26.28,-25.38,-24.71,145,47,299,-26.97,-26.49,-25.06,5
1.77,1.12,3.11,7.84,6.49,12.4,-1.07,-0.41,-1.28,28,119,28,-2.75,-10.67,2.51,57,21,57,-15.97,-14.89,-16.96,21,131,35,-21.82,-17.18,-20.95,292,128,51,-25.36,-19.53,-23.04,38,28,118,-25.64,-19.65,-23.04,347,135,86,-25.79,-20.35,-23.76,288,57,131,-25.88,-20.89,-24.92,321,147,270,-26.51,-21,-25.58,5
1.68,1.28,3.17,8.05,7.28,12.96,-1,-0.53,-1.17,28,119,28,-3.24,-7.83,2.95,57,57,57,-17.1,-16.16,-17.96,321,135,145,-20.6,-16.58,-20.55,119,145,119,-23.43,-17.4,-20.63,22,22,299,-23.79,-17.71,-23.28,318,131,39,-24.64,-18.64,-23.89,347,28,35,-25.27,-23.35,-24.06,32,86,86,-25.51,-25.36,-24.56,5
1.69,1.13,3.06,6.7,6.66,12.25,-1.16,-0.11,-1.29,28,119,28,-2.78,-9.8,2.73,57,133,57,-16.82,-16.06,-16.03,318,57,299,-23.24,-16.45,-23.19,119,28,34,-26.45,-20.49,-23.97,299,144,119,-28.37,-20.91,-24.57,261,141,406,-28.46,-22.42,-24.95,144,21,45,-28.76,-22.58,-25.45,349,124,141,-29.12,-24.1,-25.95,5
1.76,1.29,3.32,7.73,7.73,13.27,-1.06,-0.58,-1.32,28,119,28,-2.46,-8.64,3.54,57,132,57,-15.77,-11.94,-19.12,318,22,131,-23.36,-16.45,-20.85,119,57,24,-24.66,-18.57,-21.1,357,28,119,-27.05,-18.64,-21.9,49,137,143,-27.31,-20.14,-22.04,132,143,137,-27.37,-21.11,-24.88,38,148,357,-27.65,-21.84,-24.98,5
1.79,1.15,3.53,7.06,6.67,13.61,-1.17,-0.36,-1.31,28,119,28,-2.37,-9.43,3.91,57,132,23,-17.91,-14.94,-19.27,24,21,57,-23.36,-16.4,-19.78,322,28,53,-24.26,-18.53,-20.69,119,144,119,-24.29,-18.91,-21.17,350,59,132,-26.38,-19.21,-22.35,334,140,140,-27.61,-20.31,-23.61,132,53,144,-28.74,-22.43,-23.7,5
1.71,1.06,3.12,7.66,5.41,13.48,-1.07,-0.59,-1.27,28,119,28,-2.55,-10.21,2.9,57,21,57,-16.7,-15.6,-15.42,318,57,23,-23.34,-16.25,-18.18,45,145,119,-23.64,-18.34,-24.62,119,132,144,-26.14,-18.94,-25.18,347,28,328,-26.54,-19.23,-25.86,145,135,45,-27.23,-21.15,-25.97,321,124,401,-27.29,-25.78,-26.74,5
1.73,1.2,3.18,7.42,6.38,12.52,-1.05,-0.68,-1.2,28,119,28,-2.71,-8.32,2.88,57,21,57,-14.89,-14.7,-16.25,321,57,119,-23.04,-17.37,-20.86,119,144,299,-23.66,-18.04,-23.58,318,30,148,-24.4,-19.61,-24.12,48,148,47,-25.5,-19.69,-24.78,145,133,405,-28.22,-20.5,-26.22,299,114,145,-28.33,-23.57,-26.89,5
1.83,1.18,3.2,8.59,6.09,12.77,-0.89,-0.74,-1.26,28,119,28,-2.74,-9.21,3.14,57,132,57,-16.75,-14.05,-18.33,119,143,143,-24.14,-16.97,-21.94,321,136,119,-24.27,-18.17,-23.88,49,128,86,-25.32,-18.31,-24.26,32,57,132,-26.07,-18.32,-24.32,342,26,299,-27.18,-21.55,-24.41,144,86,34,-27.2,-27.33,-24.7,5
0.69,1.18,0.79,4.47,6.76,5.17,0.09,-0.33,0.13,320,119,406,-7.15,-9.21,-5.75,347,129,119,-10.24,-14.5,-6.2,292,21,141,-10.51,-14.6,-9.14,119,57,106,-11.13,-16.59,-9.76,345,28,385,-12.48,-19.38,-11.58,333,139,328,-14.62,-20.17,-12.93,406,148,145,-15.37,-20.71,-13.07,286,141,414,-15.48,-21,-14.39,5
0.69,1.02,3.2,4.66,5.64,13.14,0.37,-0.61,-1.33,318,119,28,-6.61,-10.38,3.15,119,144,57,-11.48,-17.32,-18.35,328,21,148,-12.32,-17.65,-23.93,336,57,299,-12.37,-20.1,-24.38,292,28,119,-12.89,-20.76,-24.72,261,141,22,-13.58,-22.4,-24.82,351,131,406,-14.28,-23.18,-25.06,345,133,144,-14.55,-23.39,-26.47,5
1.78,1.1,3.28,7.83,5.91,13.26,-1.05,-0.44,-1.22,28,119,28,-2.51,-9.83,3.3,57,21,57,-15.46,-15.95,-17.47,321,143,144,-22.41,-16.88,-19.42,318,131,34,-24.71,-17.56,-21.87,119,135,119,-25.62,-18.94,-23.63,350,57,350,-26.33,-21.43,-23.74,292,27,299,-27.52,-22.87,-23.86,342,350,405,-27.83,-26.6,-23.97,5
1.74,1.23,3.14,7.33,5.88,11.87,-1.08,-0.79,-1.32,28,119,28,-2.66,-7.41,2.79,57,57,57,-17.31,-16.81,-16.52,318,139,24,-21.04,-17.13,-17.68,119,28,119,-23.62,-19.1,-20.46,294,141,139,-23.93,-20.76,-23.38,347,128,328,-26.62,-22.66,-24.66,47,148,406,-27.01,-23.92,-24.77,51,299,141,-28,-26.28,-25.53,5
1.65,1.06,2.99,8.03,5.58,12.17,-1,-0.46,-1.27,28,119,28,-3.64,-10.74,2.39,57,133,23,-17.36,-14.86,-16.36,318,143,57,-19.63,-17.39,-19.06,119,57,35,-25.53,-18.2,-21.5,290,22,143,-26.28,-18.84,-21.84,45,127,51,-26.59,-19.41,-22.9,347,28,86,-26.88,-21.22,-23.35,35,52,55,-26.91,-24.04,-23.97,5
1.67,1.15,3.17,6.5,6.05,11.25,-1.16,-0.6,-1.36,28,119,28,-2.82,-9.02,3.02,57,144,57,-17.02,-16.64,-19.39,318,28,141,-24.67,-19.27,-21.3,347,133,119,-25.54,-19.44,-22.5,119,57,299,-25.68,-20.66,-22.54,144,148,148,-26.26,-22.15,-25.27,292,21,401,-26.99,-24.26,-27.28,321,347,86,-27.04,-25.18,-27.68,5
1.75,1.1,3.21,7.74,5.36,12.95,-1.1,-0.67,-1.28,28,119,28,-2.52,-9.21,3.08,57,57,57,-16.3,-16.65,-19.1,318,148,21,-23.41,-17.79,-21.87,321,129,148,-23.98,-19.85,-22.92,40,23,51,-25.42,-22.23,-23.47,119,126,119,-25.51,-23.45,-23.78,347,28,36,-25.53,-23.97,-24.56,45,143,328,-25.82,-24.06,-25.32,5
1.84,1.22,3.3,8.87,6.84,13.48,-0.94,-0.32,-1.2,28,119,28,-2.43,-9.43,3.4,57,21,57,-17.78,-11.98,-16.34,318,57,21,-20.27,-15.93,-21.07,21,131,23,-21.62,-16.58,-21.78,23,144,119,-22.52,-17.46,-22.36,38,90,147,-22.58,-21.86,-22.88,119,61,32,-23.94,-22.81,-23.08,292,137,36,-26.91,-23.3,-25.39,5
0.65,1.04,3.1,4.35,5.69,11.96,0.16,-0.55,-1.29,321,119,28,-6.11,-9.52,2.78,119,22,57,-9.35,-15.75,-18.18,328,57,144,-11.54,-18.24,-20.77,292,28,119,-12.64,-20.75,-22.18,345,144,405,-13.03,-21.66,-24.53,106,139,299,-13.62,-21.72,-24.6,336,132,385,-14.12,-22.39,-26.25,350,127,328,-14.99,-23.14,-26.57,5
1.68,0.98,3.13,7.13,4.95,12.01,-1.08,-0.6,-1.29,28,119,28,-2.85,-10.54,2.74,57,21,57,-16.44,-16.02,-18.97,321,57,24,-21.29,-17.63,-19.62,47,135,144,-24.58,-20.66,-24.04,318,137,86,-24.64,-22.63,-24.98,119,143,119,-25.84,-23.4,-25.47,350,28,328,-26.53,-24.05,-25.69,39,148,148,-27.43,-24.37,-25.97,5
0.76,1.3,3.1,4.65,6.85,12.43,-0.01,-0.57,-1.31,318,119,28,-4.7,-7.49,2.69,119,132,57,-10.35,-12.65,-16.13,292,57,119,-10.49,-14.79,-20.14,350,21,22,-10.97,-16.57,-22.2,347,139,132,-12.22,-19.63,-22.47,286,148,328,-13.21,-23.66,-23.91,261,28,299,-13.44,-23.66,-24.45,145,143,86,-13.52,-24.1,-24.89,5
0.72,0.99,3.18,4.84,4.71,12.14,0.39,-0.8,-1.3,318,119,28,-7.34,-9.79,2.94,347,28,57,-7.86,-20.45,-19.67,321,57,21,-9.14,-21.14,-21.77,292,132,119,-9.78,-21.44,-23.82,144,148,86,-11.75,-23.28,-24.12,261,21,35,-11.82,-26.32,-25.13,119,40,148,-13.43,-27.7,-25.76,337,86,410,-14.23,-28.16,-26,5
0.74,1.22,3.28,4.92,5.96,12.87,0.38,-0.59,-1.24,318,119,28,-5.71,-8.44,3.35,322,133,57,-7.16,-14.35,-16.41,119,57,119,-10.13,-14.64,-20.9,292,139,22,-10.16,-17.29,-22.28,350,28,139,-10.8,-21.1,-22.51,261,144,405,-13.16,-21.39,-23.74,345,21,133,-13.68,-22.12,-23.96,290,124,299,-14,-25.02,-24.01,5
1.81,1.07,3.33,8.43,5.76,12.47,-1.09,-0.44,-1.31,28,119,28,-2.27,-9.79,3.3,57,28,57,-17.49,-16.12,-15.36,318,57,22,-22.73,-16.8,-21.51,119,131,119,-25.23,-18.08,-23.04,40,148,148,-25.88,-18.68,-23.26,45,141,42,-26.29,-20.86,-24.58,52,23,141,-26.73,-22.22,-24.72,144,135,328,-27.27,-23.8,-25.73,5
1.67,1.07,3.09,6.73,5.73,12.55,-1.15,-0.5,-1.28,28,119,28,-2.88,-10.2,2.84,57,132,57,-16.98,-14.86,-17.81,318,60,405,-21.74,-19.28,-23.49,119,57,119,-25.31,-19.83,-24.02,347,141,141,-25.48,-21.7,-24.43,288,35,132,-26.1,-23.73,-25.38,132,347,328,-28.25,-25.07,-25.59,305,28,299,-28.4,-25.39,-26.38,5
0.73,1.23,3.2,4.81,5.64,12.21,-0.13,-0.77,-1.28,347,119,28,-6.21,-7.77,3.01,119,21,57,-8.22,-14.29,-18.53,318,143,119,-9.28,-18.19,-20.51,337,57,143,-11.31,-18.39,-22.46,292,135,52,-11.32,-18.47,-23.82,343,139,22,-13.61,-19.3,-24.03,357,28,405,-13.69,-19.67,-25.36,385,112,294,-15.33,-24.55,-25.41,5
0.67,1.07,3.31,4.79,5.74,14.17,0.3,-0.52,-1.28,318,119,28,-5.64,-10.95,3.35,144,57,57,-11.3,-13.99,-14.56,345,129,86,-12.26,-19.01,-23.35,292,139,139,-12.36,-20,-23.95,119,141,328,-12.51,-21.07,-24.05,347,135,145,-12.58,-21.34,-25.77,336,145,148,-12.63,-21.73,-26.13,357,132,385,-14.25,-22.44,-26.13,5
0.65,1.19,0.83,4.23,7.18,5.91,0.03,-0.39,0.47,318,119,405,-6.05,-9.11,-6.9,347,132,119,-11.7,-13.38,-8.87,119,21,145,-11.74,-14.84,-10.34,292,57,409,-12.75,-18.97,-11.18,337,143,137,-13.4,-19.44,-11.47,329,28,148,-14.1,-19.58,-11.91,350,137,292,-14.42,-23.35,-12.66,131,148,385,-16.14,-23.61,-12.9,5
0.65,1.14,3.39,4.22,6.47,13.1,0.03,-0.57,-1.31,318,119,28,-7.24,-9.21,3.54,321,144,57,-9.12,-17.31,-15.81,347,57,24,-10.61,-18.27,-18.59,119,128,119,-11.23,-19.78,-21.66,325,60,144,-11.42,-21.69,-24.19,292,136,148,-11.6,-22.22,-25.17,336,148,328,-14.55,-24.77,-25.31,364,27,86,-15.58,-25.71,-25.55,5
0.72,1.1,3.05,4.84,5.95,11.76,0.21,-0.57,-1.24,318,119,28,-5.42,-9.7,2.62,322,131,57,-6.93,-16.91,-17.5,347,139,24,-8.43,-17.62,-18.08,292,57,34,-9.23,-18.47,-21.53,119,21,139,-9.57,-18.92,-22.83,336,28,118,-12.52,-20.01,-24.53,144,141,143,-13.01,-21.04,-25.13,329,128,147,-13.46,-22.88,-25.35,5
1.73,1.16,3.38,8.19,5.35,13.6,-0.98,-0.79,-1.23,28,119,28,-2.61,-8.69,3.48,57,131,57,-17.22,-16.82,-18.33,318,22,119,-22.74,-17.14,-22.09,119,143,143,-24.29,-18.18,-23.24,45,57,23,-26.34,-18.71,-23.68,292,28,86,-27.05,-20.11,-24.51,337,299,405,-27.26,-26.46,-25.11,144,114,131,-27.61,-27.02,-26.28,5
1.75,1.14,3.29,6.92,7.33,12.41,-1.22,-0.06,-1.3,28,119,28,-2.44,-11.81,3.34,57,133,57,-17.67,-13.98,-17.33,318,57,21,-22.61,-15.44,-19.97,47,21,24,-25.57,-17.39,-20.75,347,141,299,-26.74,-21.15,-22.35,21,30,32,-27.9,-21.16,-23.07,119,145,36,-28.32,-21.26,-23.52,338,148,119,-28.58,-22.65,-24.28,5
0.74,1.2,3.12,5.25,6.11,12.22,0.25,-0.66,-1.3,318,119,28,-5.09,-7.74,3.03,350,145,57,-9.71,-17.45,-18.74,347,133,119,-9.96,-18.39,-20.72,292,28,406,-10.28,-19.35,-24.56,118,60,53,-13.49,-20.08,-24.66,261,22,141,-15.39,-20.13,-24.95,385,123,351,-16.09,-21.74,-26.25,103,57,135,-16.14,-21.76,-26.41,5
0.65,1.06,3.18,4.1,4.99,12.66,0.15,-0.76,-1.27,318,119,28,-7.12,-9.5,3,119,57,57,-9.35,-16.46,-16.61,294,128,299,-10.33,-17.86,-22.12,342,28,119,-11.79,-22.15,-22.6,351,21,405,-12.39,-23.21,-25.05,357,145,145,-13.51,-23.34,-25.4,115,133,86,-14.81,-25.05,-26.16,148,23,48,-16.38,-26.29,-26.81,5
1.71,1.2,2.99,8.42,5.99,11.83,-0.99,-0.75,-1.24,28,119,28,-3.27,-8.91,2.26,57,57,57,-17.47,-19.4,-15.96,322,145,119,-22.35,-19.54,-22.35,318,139,36,-22.89,-20.16,-22.86,119,28,400,-24.59,-20.35,-25.19,294,135,141,-25.06,-20.62,-25.34,47,127,299,-25.5,-21.28,-25.53,287,24,261,-26.22,-21.88,-26.33,5
0.72,1.12,2.99,4.54,6.44,11.89,0.36,-0.28,-1.23,321,119,28,-6.68,-10.53,2.37,318,131,57,-6.74,-15.59,-15.93,119,21,299,-8.35,-16.08,-21.48,350,57,405,-9.44,-18.52,-23.25,333,135,141,-10.59,-19.13,-23.47,347,141,38,-11.49,-20.2,-23.71,292,128,131,-12.71,-20.44,-24.32,342,347,86,-13.21,-24.02,-24.38,5
0.73,1.09,3.14,4.56,6.39,12.45,0.02,-0.56,-1.23,322,119,28,-4.95,-9.56,2.87,351,132,57,-9.12,-14.98,-15.8,119,57,22,-10.42,-16.84,-21.1,294,28,145,-10.95,-19,-21.86,345,22,119,-13.39,-20.68,-22.6,338,143,299,-13.78,-22.23,-24.21,261,145,52,-14.33,-22.38,-24.4,307,52,132,-14.69,-25.69,-26,5
1.69,1.31,3.04,7.26,6.36,11.96,-1.16,-0.72,-1.28,28,119,28,-2.86,-7.87,2.6,57,132,57,-17.11,-13.23,-17.65,119,139,141,-23.5,-16.59,-19.93,345,141,148,-24.23,-16.63,-21.53,318,21,119,-24.59,-17.43,-22.23,347,57,132,-25.22,-18.19,-23.01,322,148,43,-25.61,-19.05,-23.97,336,30,86,-25.64,-20.99,-24.57,5
1.67,1.09,3.14,7.39,6.04,11.99,-1.04,-0.37,-1.25,28,119,28,-3.04,-10.23,2.84,57,21,22,-17.28,-16.92,-15.57,287,57,57,-23.35,-17.86,-17.96,321,144,34,-23.94,-18.3,-23.3,22,131,143,-24.63,-19.35,-24.42,347,112,47,-25.09,-23.28,-25.12,119,27,357,-26.07,-24.37,-25.67,313,124,118,-26.33,-25.53,-25.74,5
1.68,1.14,3,7.2,5.88,11.95,-1.14,-0.61,-1.22,28,119,28,-2.98,-9.32,2.16,57,57,57,-17.5,-15.77,-15.71,318,22,118,-19.97,-17.2,-21.17,321,133,52,-22.07,-20.08,-23.98,119,141,141,-24.09,-20.59,-25.6,292,129,299,-25.17,-21.65,-26.2,48,28,405,-26.01,-21.73,-26.26,328,52,328,-26.13,-23.71,-26.65,5
0.63,1.08,0.82,4.23,5.41,5.53,0.26,-0.59,0.38,318,119,406,-5.29,-9.15,-6.08,347,144,148,-10.44,-16.5,-9.49,119,57,133,-10.45,-17.27,-9.75,326,128,119,-13.48,-19.53,-9.77,131,28,328,-13.85,-20.47,-10.61,292,21,292,-14.18,-22.56,-12.11,405,52,385,-14.55,-23.61,-12.49,336,299,128,-14.84,-25.88,-12.83,5
0.73,1.12,3.33,4.5,5.73,12.8,-0.14,-0.58,-1.31,318,119,28,-6.47,-9.65,3.32,321,144,23,-9.61,-16.49,-16.85,325,57,57,-9.76,-19.51,-19.95,119,132,143,-11.21,-20.36,-21.24,141,22,52,-11.77,-22.52,-21.52,337,28,119,-11.96,-25.06,-24.01,347,347,299,-13.7,-26.71,-24.23,330,32,404,-14.11,-28.07,-25.17,5
0.66,1.29,3.03,4.92,6.85,12.66,0.39,-0.54,-1.23,318,119,28,-7.3,-8.84,2.54,321,131,57,-8.06,-14.58,-18.06,345,28,131,-11.1,-17.94,-22.96,118,22,119,-11.36,-19.03,-24.02,350,57,299,-12.16,-20.99,-24.07,292,126,148,-12.41,-21.74,-24.2,336,148,135,-12.98,-22,-25.71,145,43,140,-13.57,-22.38,-26.18,5
1.7,0.97,3.34,6.83,5.11,14.53,-1.22,-0.45,-1.24,28,119,28,-2.58,-10.8,3.43,57,22,22,-20.72,-18.65,-19.5,321,28,57,-23.72,-19.4,-19.74,119,139,43,-26.68,-20.53,-22.47,347,144,32,-26.73,-20.75,-23.34,47,135,119,-27.98,-21.56,-25.3,34,148,139,-28.48,-22.13,-25.93,313,57,148,-28.81,-22.61,-26.27,5
1.68,1.14,3.04,6.81,5.48,11.83,-1.06,-0.8,-1.27,28,119,28,-3.11,-8.27,2.43,57,57,23,-17.24,-15.61,-15.69,318,21,57,-22.71,-16.81,-16.27,119,131,119,-24.01,-19.13,-21.27,22,28,144,-25.37,-22.08,-24.33,48,148,86,-25.54,-24.05,-24.59,347,135,328,-26.55,-25.98,-26.13,329,347,148,-28.63,-26.85,-26.33,5
1.65,1.12,3.19,6.77,5.95,13.55,-1.18,-0.46,-1.21,28,119,28,-2.94,-8.84,2.85,57,133,57,-17.86,-15.05,-19.26,318,28,119,-21.3,-17.89,-21.47,294,143,21,-25.77,-20.91,-22.68,119,57,143,-25.81,-21.52,-22.85,47,22,299,-26.69,-23.4,-23.76,39,145,145,-26.74,-23.48,-24.44,347,148,294,-26.84,-26.22,-24.46,5
1.71,1.11,3.32,7.17,5.91,12.61,-1.14,-0.72,-1.33,28,119,28,-2.48,-8.73,3.58,57,57,57,-17.9,-17.87,-17.25,119,21,119,-23.25,-18.02,-21.23,318,128,143,-23.66,-18.29,-24.32,292,148,148,-26.8,-20.38,-24.58,350,136,36,-29.02,-20.65,-25.62,347,143,48,-29.48,-21.27,-25.66,328,30,405,-30.38,-22.2,-25.73,5
1.67,1.21,3.1,7.36,6.94,12.42,-1.17,-0.25,-1.27,28,118,28,-2.75,-9.93,2.75,57,133,57,-20.54,-15.22,-17.08,318,57,118,-22.68,-15.92,-23.29,291,24,133,-24.92,-18,-24.28,119,139,24,-25.22,-18.75,-24.33,347,145,35,-25.76,-19.7,-24.62,336,38,139,-27.65,-20.02,-25,332,45,43,-28.22,-23.82,-25.07,5
1.65,1.05,2.96,7.02,5.38,12.07,-1.18,-0.58,-1.28,28,119,28,-3.1,-10.02,2.42,57,22,22,-20.99,-16.79,-21.13,119,144,57,-25.05,-19.29,-22.14,318,57,40,-25.05,-20.77,-23.08,347,28,300,-25.25,-21.84,-24.6,292,131,148,-27.15,-22.38,-25.86,261,148,119,-27.91,-23.48,-25.88,326,347,139,-28.24,-26.46,-25.99,5
0.68,1.18,3.2,4.62,6.51,13.08,0.18,-0.5,-1.3,322,119,28,-7.49,-8.27,3.03,294,57,57,-9.22,-18.44,-16.7,345,137,119,-9.23,-18.7,-20.35,347,143,141,-10.81,-18.91,-22.4,119,30,328,-11.01,-20.34,-22.61,336,131,23,-14.07,-20.75,-22.71,328,21,406,-14.86,-22.44,-23.75,261,147,357,-15.74,-23.58,-24.51,5
1.66,1.06,3.07,7.03,5.78,12.49,-1.15,-0.35,-1.16,28,119,28,-3.23,-10.35,2.45,57,132,57,-18.06,-15.77,-16.69,318,57,22,-23.33,-16.21,-19.49,322,137,119,-23.72,-20.61,-24.22,38,28,385,-24.64,-20.63,-25.01,119,26,299,-25.66,-20.97,-25.57,45,141,42,-26.31,-21.09,-25.98,326,145,86,-27.23,-22.53,-26.52,5
1.72,1.18,3.08,8.36,7.4,11.98,-1.04,-0.4,-1.26,28,119,28,-2.7,-9.84,2.68,57,133,57,-17.75,-14.62,-18.61,322,28,119,-23.23,-16.28,-23.1,316,57,133,-24.7,-20.19,-23.43,51,139,86,-25.86,-20.22,-24.41,36,47,145,-26.33,-20.71,-24.99,330,91,299,-27.36,-22.65,-25.95,119,122,412,-27.52,-23.14,-27.84,5
0.71,1.18,3.13,5.07,6.16,12.9,0.36,-0.54,-1.3,318,119,28,-7.76,-9.39,2.72,321,57,57,-8.49,-16.48,-16.87,347,131,23,-8.8,-16.59,-20.18,351,144,118,-10.62,-17.62,-22.21,119,136,328,-11.04,-20.17,-24.18,292,28,148,-11.29,-20.43,-24.3,144,114,86,-11.81,-22.72,-25.46,132,21,131,-13.58,-24.97,-25.86,5
0.71,1.22,2.93,5.08,6.53,11.58,0.24,-0.58,-1.26,318,119,28,-6.34,-9.45,2.09,347,132,57,-8.33,-15.8,-18.69,322,21,119,-9.12,-16.94,-21.84,294,141,141,-9.6,-17.31,-22.49,119,28,148,-10.33,-18.11,-23.52,351,144,405,-11.39,-18.26,-24.93,336,148,132,-13.24,-19.66,-25.78,261,57,35,-14.93,-19.76,-25.91,5
0.69,1.11,3.01,4.36,5.82,11.67,-0.15,-0.75,-1.29,318,119,28,-6.08,-8.67,2.47,347,141,21,-9.11,-17.47,-15.9,321,57,57,-9.57,-18.47,-17.01,325,28,119,-10.51,-20.42,-21.67,119,21,141,-12.88,-20.56,-22.93,336,137,35,-13.85,-21.47,-24.25,111,145,350,-13.94,-23.42,-25.72,287,347,86,-14,-25.68,-25.8,5
1.61,1.03,3.15,7.38,5.66,12.96,-1.16,-0.43,-1.25,28,119,28,-3.15,-11.4,2.83,57,28,21,-19.8,-18.16,-18.06,318,131,57,-21.48,-18.83,-19.62,347,141,43,-23.15,-19.46,-24.69,294,57,119,-25.45,-20,-24.8,119,133,406,-26.4,-20.05,-24.83,339,147,141,-26.53,-20.34,-25.03,21,21,51,-26.92,-21.33,-25.05,5
